id_1,aperture_sum_1,annulus_median_1,aper_bkg_1,aper_err_1,aper_bkg_err_1,signal_1,noise_1,ra_1,dec_1,e_H,Hmag,id_2,aperture_sum_2,annulus_median_2,aper_bkg_2,aper_err_2,aper_bkg_err_2,signal_2,noise_2,ra_2,dec_2,e_j,Jmag,Separation_1,id,aperture_sum,annulus_median,aper_bkg,aper_err,aper_bkg_err,signal,noise,ra,dec,e_K,Kmag,Separation
202,26470.0,79.6,9002.0,162.7,90.0,17470.0,185.9,36.79880538318016,61.897623509598525,0.01064,16.58,74,6129.0,19.04,2931.0,78.29,70.73,3198.0,105.5,36.79898221724372,61.89762824775127,0.03299,18.31,0.3003554099637904,104,8957.0,-11.58,-1309.0,94.64,59.41,10270.0,111.7,36.79866187605638,61.89774283274202,0.01088,15.71,0.4937068140288561
205,37570.0,87.73,9921.0,193.8,71.16,27650.0,206.5,36.798450265193594,61.87399672210365,0.007467,16.09,75,7350.0,20.11,3096.0,85.73,52.64,4254.0,100.6,36.79862244560053,61.87400158070318,0.02365,18.0,0.29272758826198525,107,15930.0,-4.94,-558.7,126.2,59.35,16490.0,139.5,36.798432494159094,61.87408142198702,0.008457,15.2,0.3064074236019666
206,531400.0,130.3,14730.0,729.0,216.6,516700.0,760.5,36.798306777081756,61.880880341212944,0.001472,12.91,77,80240.0,26.65,4103.0,283.3,70.3,76130.0,291.9,36.798463535976516,61.88087978535518,0.003833,14.86,0.2659807226486035,108,383200.0,29.83,3373.0,619.0,173.2,379800.0,642.8,36.798254274712036,61.88097009063089,0.001692,11.79,0.33515315725659134
207,15790.0,75.88,8582.0,125.7,69.12,7211.0,143.4,36.79827731946979,61.889804253109226,0.01989,17.54,76,4463.0,17.62,2713.0,66.81,58.47,1750.0,88.78,36.79843685569631,61.88979371806499,0.05072,18.96,0.27325144234417403,109,2851.0,-13.27,-1501.0,53.4,49.17,4352.0,72.59,36.798176027179174,61.88990521486457,0.01668,16.64,0.4020253611991565
208,15350.0,83.55,9449.0,123.9,69.33,5898.0,142.0,36.7979502062617,61.862950696772415,0.02407,17.76,78,5877.0,21.11,3249.0,76.66,49.86,2628.0,91.45,36.79810524175914,61.862953364125005,0.0348,18.52,0.2633782226434568,110,1351.0,-8.626,-975.6,36.75,47.35,2326.0,59.94,36.79797710056997,61.863015513270724,0.02577,17.32,0.23776449249675152
209,75420.0,97.84,11070.0,274.6,87.96,64350.0,288.4,36.79777976754571,61.87708088349633,0.004481,15.17,79,12770.0,21.59,3324.0,113.0,62.17,9443.0,129.0,36.79794189029058,61.87708440117027,0.01366,17.13,0.2753994767451954,111,39570.0,1.049,118.6,198.9,57.53,39450.0,207.1,36.79775000701998,61.87716853975462,0.005249,14.25,0.31957793430174125
210,52890.0,85.86,9710.0,230.0,291.1,43180.0,371.0,36.79753717807885,61.8465877683723,0.008591,15.6,80,15890.0,21.09,3247.0,126.1,178.5,12640.0,218.6,36.79767410723769,61.846584393631936,0.01728,16.81,0.23290529898494994,113,20720.0,-10.64,-1204.0,143.9,168.2,21920.0,221.4,36.797657754441744,61.84662126792802,0.0101,14.89,0.23767961399701215
211,14990.0,74.97,8479.0,122.4,81.31,6512.0,147.0,36.79764452760767,61.891925727936474,0.02257,17.66,81,4359.0,17.52,2697.0,66.02,67.33,1663.0,94.3,36.79780331272346,61.891925446547354,0.05672,19.02,0.2693157974841946,112,2366.0,-13.72,-1552.0,48.64,52.84,3918.0,71.83,36.79751877835989,61.892030043513756,0.01833,16.76,0.4318754857382364
212,34270.0,88.54,10010.0,185.1,69.92,24260.0,197.9,36.79755980553011,61.87953826300604,0.008158,16.23,82,8098.0,21.65,3333.0,89.99,62.06,4765.0,109.3,36.79770331588065,61.87954217608538,0.02294,17.87,0.2439121512931749,114,13110.0,-5.28,-597.2,114.5,49.4,13710.0,124.7,36.79751302896659,61.87962936227276,0.009097,15.4,0.337424822511206
213,26210.0,78.93,8927.0,161.9,103.8,17290.0,192.3,36.797380692192505,61.8964845562074,0.01112,16.6,83,6220.0,17.29,2662.0,78.87,66.37,3558.0,103.1,36.797534326145566,61.89647938630525,0.02897,18.19,0.26120217764115056,115,9874.0,-13.71,-1550.0,99.37,59.76,11420.0,116.0,36.79724069138339,61.89659661452962,0.01015,15.6,0.4680886659291784
214,88110.0,91.57,10360.0,296.8,82.79,77750.0,308.2,36.79715807498358,61.87868905102817,0.003963,14.96,84,43610.0,22.54,3470.0,208.8,57.71,40140.0,216.7,36.79731631459553,61.87869110564763,0.005397,15.56,0.2686065951295007,116,28180.0,-4.602,-520.4,167.9,52.54,28700.0,175.9,36.79712065537089,61.87877662855161,0.006129,14.6,0.3216091414103975
215,98980.0,96.86,10950.0,314.6,341.5,88030.0,464.3,36.79702366817843,61.84619874670771,0.005275,14.83,86,31450.0,22.68,3492.0,177.3,137.0,27950.0,224.1,36.79716212477219,61.8461949485539,0.008017,15.95,0.23558284605361837,117,36530.0,-4.33,-489.8,191.1,200.6,37020.0,277.1,36.79714873051768,61.84623207283869,0.007485,14.32,0.24397107724831413
218,172600.0,97.17,10990.0,415.5,80.98,161700.0,423.3,36.79671193879556,61.861567487602315,0.002619,14.17,87,53970.0,24.24,3731.0,232.3,52.4,50230.0,238.1,36.79685785103269,61.86156682971128,0.004741,15.32,0.24773711331712064,119,68200.0,-3.625,-410.0,261.2,50.75,68610.0,266.0,36.796757301119946,61.861628692885866,0.003878,13.65,0.2334107289168501
221,115800.0,89.87,10160.0,340.3,178.9,105600.0,384.4,36.79635547310921,61.84671656605434,0.00364,14.63,90,36040.0,21.93,3375.0,189.8,109.8,32670.0,219.3,36.79649573094432,61.84671570569052,0.006714,15.78,0.2382614368350809,121,47000.0,-9.375,-1060.0,216.8,108.2,48060.0,242.3,36.7964790953526,61.84675091051043,0.005042,14.04,0.24368044472462264
223,79180.0,95.15,10760.0,281.4,128.6,68420.0,309.4,36.79567579804375,61.87374519471321,0.004522,15.1,91,13880.0,21.59,3324.0,117.8,58.25,10560.0,131.4,36.79583161287086,61.87375579202471,0.01245,17.01,0.2671707940337088,122,51890.0,0.3656,41.35,227.8,93.88,51850.0,246.4,36.795664052279626,61.87382703163855,0.004752,13.95,0.2952865235714464
224,24110.0,80.73,9130.0,155.3,62.97,14980.0,167.6,36.79564261711825,61.8601938666177,0.01118,16.75,92,7597.0,20.76,3195.0,87.16,46.73,4402.0,98.9,36.79579193914402,61.86019334863067,0.02247,17.96,0.25353305896974715,123,5119.0,-11.11,-1256.0,71.55,45.11,6375.0,84.58,36.7956966221484,61.86025216567193,0.01327,16.23,0.22903200529100556
225,76240.0,97.15,10990.0,276.1,114.6,65250.0,299.0,36.79556432181177,61.87397033423128,0.004582,15.15,93,13360.0,21.23,3267.0,115.6,54.92,10100.0,128.0,36.795725256215135,61.873963875021026,0.01268,17.06,0.27410753010710903,124,51820.0,3.169,358.4,227.6,74.56,51460.0,239.5,36.795550225882316,61.8740482886519,0.004655,13.96,0.28165364675829
228,77180.0,85.26,9643.0,277.8,92.99,67540.0,293.0,36.79519354408095,61.88529229898381,0.004338,15.12,94,8860.0,18.08,2783.0,94.13,53.33,6076.0,108.2,36.79534324054754,61.88529249541976,0.0178,17.61,0.25395473723214923,127,62450.0,-5.822,-658.5,249.9,61.74,63110.0,257.4,36.7951204595214,61.88538561421064,0.004079,13.74,0.35808435351904094
229,35530.0,92.34,10440.0,188.5,80.68,25090.0,205.0,36.794920326384904,61.87506300623911,0.008173,16.19,95,6627.0,21.28,3276.0,81.41,55.67,3351.0,98.62,36.79506687306777,61.87506590355189,0.02943,18.25,0.24891196824062412,128,20250.0,-0.231,-26.13,142.3,60.21,20270.0,154.5,36.794903074695135,61.875143430210244,0.007621,14.97,0.2910027318351043
232,46280.0,79.67,9011.0,215.1,89.1,37270.0,232.8,36.7940679961247,61.89143121368839,0.006248,15.76,96,7716.0,18.62,2867.0,87.84,70.07,4849.0,112.4,36.79421564543179,61.89143204269567,0.02317,17.85,0.2504483797414038,131,29310.0,-11.15,-1261.0,171.2,60.24,30570.0,181.5,36.79396300898952,61.89153019806643,0.005937,14.53,0.39835899563968
233,156900.0,158.1,17880.0,396.0,341.6,139000.0,523.0,36.79394899393001,61.87825725507393,0.003763,14.33,97,21760.0,30.79,4740.0,147.5,89.3,17020.0,172.4,36.79411219566907,61.87826062306609,0.01013,16.49,0.27719379214939177,132,116600.0,60.03,6789.0,341.5,256.5,109900.0,427.1,36.79391468920084,61.87833989634769,0.003888,13.14,0.3031497024513162
234,13460.0,77.74,8792.0,116.0,95.99,4671.0,150.6,36.79361414283986,61.89094890922991,0.03224,18.02,98,4569.0,18.58,2860.0,67.59,67.34,1708.0,95.41,36.79377072480994,61.890944925624304,0.05586,18.99,0.2659725583851044,133,509.7,-13.41,-1516.0,22.58,67.77,2026.0,71.43,36.793505549075626,61.8910485912235,0.03525,17.47,0.4033647777167475
237,37390.0,115.5,13060.0,193.4,208.1,24330.0,284.1,36.792731190039945,61.8785740390298,0.01167,16.22,99,7774.0,24.08,3706.0,88.17,83.51,4067.0,121.4,36.79288926593687,61.87857859765994,0.02986,18.04,0.26872950878534885,136,18630.0,23.68,2678.0,136.5,202.2,15960.0,244.0,36.79269670573974,61.87865488104911,0.01529,15.23,0.2968553169972822
238,322800.0,103.8,11740.0,568.1,134.8,311000.0,583.9,36.7926454081309,61.847946833597476,0.001877,13.46,100,168300.0,29.41,4528.0,410.2,86.15,163700.0,419.1,36.792786085373685,61.8479455691866,0.00256,14.03,0.238987474340516,138,103500.0,-5.018,-567.5,321.7,83.89,104000.0,332.4,36.79276677166527,61.84797830384985,0.003195,13.2,0.23522039332739103
240,16360.0,79.16,8953.0,127.9,69.37,7411.0,145.5,36.79167220677893,61.88650057540063,0.01964,17.52,101,6125.0,18.55,2855.0,78.26,53.02,3270.0,94.53,36.791833614047434,61.88650658804468,0.02891,18.28,0.2746640413677327,141,1320.0,-11.85,-1340.0,36.33,45.34,2660.0,58.1,36.791591076797786,61.886594863650075,0.02184,17.18,0.36627776929594474
242,27100.0,79.06,8942.0,164.6,63.19,18160.0,176.3,36.79138220508567,61.888251581761715,0.00971,16.54,102,8544.0,19.28,2968.0,92.43,57.0,5575.0,108.6,36.79153931378686,61.88825194942396,0.01948,17.7,0.26650581674659696,142,6451.0,-11.5,-1300.0,80.32,48.85,7751.0,94.01,36.79129635914988,61.88834415248323,0.01213,16.02,0.36368080608793013
244,46240.0,77.18,8729.0,215.0,112.8,37520.0,242.8,36.7910826312914,61.84486750597345,0.006473,15.75,104,18460.0,18.63,2867.0,135.9,65.32,15590.0,150.7,36.791221697382255,61.84486452739783,0.00967,16.59,0.23647450396896258,144,11250.0,-16.0,-1809.0,106.1,79.92,13060.0,132.8,36.791220836273716,61.84489031519124,0.01017,15.45,0.2487142508134198
245,20800.0,78.53,8881.0,144.2,110.5,11920.0,181.7,36.7910405879955,61.850041889478135,0.01525,17.0,103,7913.0,18.45,2841.0,88.96,70.5,5073.0,113.5,36.791186316825794,61.850036528074426,0.02238,17.8,0.24825890679556623,147,2993.0,-13.27,-1500.0,54.71,70.58,4493.0,89.3,36.791149544677495,61.850072401044514,0.01987,16.61,0.21519723990478998
251,27500.0,86.68,9803.0,165.8,67.38,17700.0,179.0,36.790272645500615,61.86282339971049,0.01011,16.57,105,5295.0,20.88,3215.0,72.77,48.73,2080.0,87.58,36.790409467727294,61.86283018463625,0.0421,18.77,0.23356418399268855,151,14700.0,-2.586,-292.5,121.2,49.7,14990.0,131.0,36.79031913334237,61.862875415939754,0.008741,15.3,0.20321042192770739
255,16190.0,90.46,10230.0,127.2,72.09,5960.0,146.2,36.789696920882434,61.871114499151425,0.02454,17.75,106,5673.0,20.22,3113.0,75.32,51.67,2560.0,91.34,36.78983952094914,61.87111393319824,0.03569,18.55,0.24203562198309767,155,2543.0,0.6225,70.4,50.42,51.45,2472.0,72.04,36.789707017483984,61.87118385377521,0.02914,17.26,0.25026402585463986
261,79050.0,133.0,15050.0,281.2,319.4,64000.0,425.5,36.78877530067683,61.87575660600442,0.006648,15.17,107,7178.0,25.07,3859.0,84.72,75.43,3318.0,113.4,36.78893045256963,61.87576406245273,0.03419,18.27,0.26465544149430903,161,111100.0,74.23,8395.0,333.3,541.3,102700.0,635.7,36.788760619703766,61.87582857076764,0.006192,13.21,0.2602682699739986
262,14960.0,80.81,9140.0,122.3,69.11,5816.0,140.5,36.78851142951724,61.885161948376705,0.02415,17.78,108,5090.0,19.04,2930.0,71.34,56.07,2160.0,90.74,36.788668452870475,61.885166739280955,0.04201,18.73,0.26694238040673807,162,947.0,-10.28,-1162.0,30.77,45.62,2109.0,55.03,36.78846388303683,61.88524738898543,0.02609,17.43,0.3179865329774641
263,1158000.0,323.2,36550.0,1076.0,970.8,1121000.0,1449.0,36.78850370938429,61.87690355509301,0.001292,12.07,109,146300.0,44.27,6815.0,382.5,131.7,139500.0,404.6,36.78866267809066,61.87690789236466,0.0029,14.21,0.27020911257283314,163,997100.0,259.2,29320.0,998.6,1194.0,967800.0,1556.0,36.7884861704975,61.87697672791158,0.001608,10.78,0.26509811411831224
265,36240.0,79.41,8981.0,190.4,103.1,27260.0,216.5,36.78840732879828,61.894312121910524,0.007943,16.1,110,12100.0,19.17,2951.0,110.0,75.69,9152.0,133.5,36.78857026701664,61.89431623442277,0.01459,17.16,0.2767326739622838,165,9686.0,-11.66,-1318.0,98.42,64.15,11000.0,117.5,36.7882932415816,61.89441028048206,0.01068,15.64,0.40287480971833084
266,53020.0,222.0,25110.0,230.3,1497.0,27910.0,1515.0,36.78835247359024,61.87600309800822,0.05427,16.08,111,9316.0,31.0,4772.0,96.52,178.0,4544.0,202.5,36.788507520709636,61.87600820962727,0.04456,17.92,0.2637534241446001,166,46870.0,234.9,26560.0,216.5,3077.0,20300.0,3085.0,36.78830957737341,61.8760743156262,0.1519,14.97,0.26651711390531596
269,39520.0,79.98,9045.0,198.8,75.0,30470.0,212.5,36.78831645669682,61.88932687005223,0.006973,15.98,112,4825.0,18.27,2812.0,69.46,54.44,2012.0,88.25,36.788485425979594,61.88932402153645,0.04385,18.81,0.2867948995476079,168,29380.0,-9.849,-1114.0,171.4,49.83,30500.0,178.5,36.788231193486226,61.88941260552267,0.005854,14.53,0.3408520659077093
275,87570.0,87.35,9879.0,295.9,85.17,77690.0,307.9,36.7871882015784,61.890710851292205,0.003964,14.96,113,11830.0,20.6,3171.0,108.8,63.27,8656.0,125.8,36.78734216292141,61.89071293383242,0.01453,17.22,0.2612502898841305,176,75040.0,-4.032,-456.0,273.9,67.95,75500.0,282.2,36.787100185084384,61.890798536118794,0.003738,13.55,0.34918766253630484
276,187700.0,108.0,12210.0,433.2,139.6,175500.0,455.2,36.787155067789676,61.8712388424766,0.002594,14.08,114,89070.0,26.26,4042.0,298.4,66.87,85030.0,305.8,36.78730894646636,61.87124218524715,0.003597,14.74,0.261445618069398,175,63750.0,11.71,1325.0,252.5,109.4,62430.0,275.2,36.787167214709164,61.87130160926035,0.004408,13.75,0.2268989616445362
278,1580000.0,460.5,52090.0,1257.0,1318.0,1528000.0,1822.0,36.78699093243456,61.876223658050016,0.001192,11.73,115,70030.0,42.13,6486.0,264.6,105.8,63540.0,285.0,36.78719273968329,61.876195450461246,0.004485,15.06,0.3571975324637375,173,2713000.0,829.1,93770.0,1647.0,3851.0,2619000.0,4188.0,36.787093737496114,61.876225142936605,0.001599,9.695,0.17453799803189052
282,28920.0,81.63,9232.0,170.0,82.78,19680.0,189.1,36.785864175585694,61.86940558641004,0.009608,16.45,116,5626.0,17.77,2735.0,75.01,59.58,2891.0,95.79,36.786005884633155,61.86940546607287,0.03313,18.42,0.24052857671178185,182,11960.0,-4.122,-466.1,109.4,49.68,12430.0,120.1,36.7858903996756,61.869463266846644,0.009666,15.5,0.21236662514172883
288,30580.0,90.13,10190.0,174.9,68.44,20380.0,187.8,36.78527229594212,61.86357616682076,0.009212,16.42,117,9098.0,21.81,3358.0,95.38,47.95,5740.0,106.8,36.78541580732285,61.8635776369738,0.0186,17.67,0.24369118270716525,187,8903.0,-0.9051,-102.4,94.35,46.57,9005.0,105.2,36.785322855200185,61.86362523061498,0.01168,15.85,0.19638034917989078
289,45100.0,86.8,9817.0,212.4,78.69,35280.0,226.5,36.78513509216969,61.86800698750845,0.006419,15.82,118,10910.0,20.82,3205.0,104.5,49.63,7705.0,115.6,36.7852864708099,61.86801062201236,0.01501,17.35,0.2572853850223301,188,19700.0,-3.194,-361.2,140.4,49.9,20070.0,149.0,36.78516476436795,61.868060811038326,0.007425,14.98,0.20020363900561702
296,111200.0,147.8,16710.0,333.4,252.2,94450.0,418.0,36.78415824167595,61.87444721527308,0.004426,14.75,119,10160.0,27.83,4284.0,100.8,68.54,5874.0,121.9,36.784320398070776,61.87445109513872,0.02075,17.65,0.2755431732937918,194,136300.0,63.94,7232.0,369.1,414.9,129000.0,555.4,36.78416067294265,61.87451034909155,0.004304,12.96,0.22731919443594834
299,22610.0,96.63,10930.0,150.4,79.76,11680.0,170.2,36.7833334203008,61.87944997272917,0.01457,17.02,120,5111.0,21.48,3307.0,71.49,57.28,1803.0,91.61,36.783491819627116,61.879459644497395,0.0508,18.93,0.27101496258567326,197,9381.0,9.845,1113.0,96.85,81.45,8267.0,126.5,36.78330979877157,61.87951764381675,0.01531,15.95,0.24689099485257132
302,25680.0,131.9,14910.0,160.3,186.1,10770.0,245.6,36.7827172714713,61.87406706956459,0.0228,17.11,121,5830.0,28.23,4345.0,76.35,72.35,1484.0,105.2,36.7828834703462,61.8740719975742,0.07086,19.14,0.282610144952956,200,13290.0,42.2,4773.0,115.3,132.1,8521.0,175.3,36.782710598861335,61.87412593967772,0.02058,15.91,0.21223472127412452
303,14690.0,76.12,8609.0,121.2,83.93,6077.0,147.4,36.78270255134621,61.89461099453481,0.02426,17.73,122,4817.0,18.86,2904.0,69.4,70.8,1913.0,99.14,36.78285924703052,61.89460677749362,0.05183,18.86,0.2661800052383541,201,1184.0,-12.69,-1436.0,34.41,56.64,2620.0,66.28,36.782599110675854,61.89469658479209,0.0253,17.19,0.3545649879802031
306,85210.0,83.04,9391.0,291.9,78.45,75820.0,302.3,36.781949366133475,61.89211325086229,0.003987,14.99,123,19280.0,19.45,2994.0,138.8,54.28,16280.0,149.1,36.78211990032612,61.89211617174638,0.009155,16.54,0.28943067437938147,205,45300.0,-7.653,-865.5,212.8,54.66,46160.0,219.7,36.78186767737339,61.89219451086292,0.00476,14.08,0.32368742303439835
308,49940.0,151.9,17180.0,223.5,559.0,32760.0,602.0,36.781730509576,61.87485699698134,0.01838,15.9,124,8211.0,32.49,5001.0,90.62,197.0,3210.0,216.8,36.78187011152691,61.874860633317155,0.06756,18.3,0.23727094791941794,207,31940.0,60.61,6855.0,178.7,598.3,25090.0,624.4,36.7817308419762,61.87491633861685,0.02489,14.74,0.2136306325758996
309,97340.0,125.0,14140.0,312.0,265.6,83200.0,409.7,36.781559894056805,61.875443093806275,0.004925,14.89,125,12220.0,25.9,3987.0,110.5,100.3,8228.0,149.3,36.78172354018725,61.875446825116974,0.01814,17.28,0.27803275185213444,208,83200.0,38.59,4365.0,288.4,225.1,78840.0,365.9,36.78155967585945,61.875503520630716,0.004641,13.5,0.21753688312801675
310,30000.0,77.46,8761.0,173.2,88.46,21230.0,194.5,36.78153628016178,61.8957930572448,0.009158,16.37,126,8308.0,18.41,2834.0,91.15,64.53,5474.0,111.7,36.781694894515276,61.895800027748436,0.0204,17.72,0.2701581872126608,209,8651.0,-12.06,-1364.0,93.01,57.23,10020.0,109.2,36.78142883337063,61.89588379700244,0.0109,15.74,0.37404749302791934
312,71870.0,88.67,10030.0,268.1,69.37,61840.0,276.9,36.78137873163241,61.86905342153206,0.004478,15.21,127,13300.0,20.16,3104.0,115.3,54.57,10190.0,127.6,36.781538432423446,61.86905858410091,0.01251,17.05,0.27170573447539603,211,37160.0,-2.333,-263.8,192.8,50.57,37420.0,199.3,36.781411932499424,61.86910525839324,0.005326,14.31,0.19493598842211463
313,21110.0,108.0,12210.0,145.3,164.8,8896.0,219.7,36.78119447438908,61.873054861905125,0.0247,17.32,128,6989.0,23.34,3592.0,83.6,67.15,3397.0,107.2,36.78134736086907,61.87306107125746,0.03157,18.24,0.2604302500004832,212,5308.0,24.86,2811.0,72.86,213.4,2496.0,225.5,36.78120137181256,61.873114372339536,0.09034,17.25,0.21455712715419847
318,424600.0,163.8,18530.0,651.6,411.0,406000.0,770.4,36.78093443450634,61.874428753305416,0.001897,13.17,129,77060.0,32.65,5026.0,277.6,96.73,72030.0,294.0,36.78109895087739,61.87443205148785,0.004081,14.92,0.2794464830642687,217,303100.0,79.06,8941.0,550.5,441.0,294100.0,705.4,36.780942341718855,61.87448750693903,0.002398,12.07,0.2119383236081015
320,51220.0,135.0,15260.0,226.3,351.5,35960.0,418.1,36.78077056122351,61.87530824927026,0.01163,15.8,130,9031.0,27.71,4265.0,95.03,108.9,4766.0,144.5,36.78093548805379,61.87530959009381,0.03033,17.87,0.27992428811424375,220,36720.0,39.67,4487.0,191.6,353.4,32240.0,402.0,36.78077141266533,61.875366994127255,0.01247,14.47,0.21148642111495142
321,28820.0,79.35,8974.0,169.8,89.97,19850.0,192.1,36.78079137085175,61.89739316685651,0.009681,16.45,131,7333.0,18.44,2838.0,85.63,71.79,4495.0,111.7,36.780945026753635,61.89739857834277,0.02486,17.94,0.26129494415159754,219,9339.0,-11.16,-1262.0,96.64,58.2,10600.0,112.8,36.7806783516106,61.8974850573001,0.01064,15.68,0.38231463575288704
323,33180.0,85.05,9619.0,182.1,70.75,23560.0,195.4,36.78063141848361,61.854932971651984,0.008295,16.26,132,10140.0,20.5,3156.0,100.7,43.09,6981.0,109.5,36.78078244301381,61.854931696362335,0.01569,17.46,0.2565019088920104,222,9454.0,-9.586,-1084.0,97.23,43.28,10540.0,106.4,36.78073735723671,61.85495457719857,0.0101,15.68,0.19599310088079164
325,23920.0,80.57,9112.0,154.7,97.15,14810.0,182.6,36.78025237596064,61.89281781977338,0.01233,16.76,133,8699.0,18.0,2771.0,93.27,69.8,5927.0,116.5,36.78040757643087,61.892819918158544,0.01965,17.64,0.2633347006707554,224,4629.0,-11.49,-1299.0,68.03,49.82,5928.0,84.33,36.78014291704246,61.89289922008957,0.01423,16.31,0.346897318523287
326,23800.0,80.31,9082.0,154.3,99.19,14710.0,183.4,36.780063163400435,61.8926273835955,0.01246,16.77,134,8120.0,18.46,2842.0,90.11,71.74,5278.0,115.2,36.78021864720315,61.89266359905455,0.02182,17.76,0.2941766678401898,225,5557.0,-11.57,-1308.0,74.55,59.53,6866.0,95.4,36.77996676795621,61.892705335790104,0.01389,16.15,0.3247790982389724
327,67640.0,109.9,12430.0,260.1,128.8,55210.0,290.2,36.779940774176865,61.87786764826789,0.005257,15.33,135,9145.0,22.03,3391.0,95.63,60.92,5754.0,113.4,36.78009612615675,61.877873699291555,0.0197,17.67,0.26451050709930124,227,52940.0,32.02,3622.0,230.1,174.7,49320.0,288.9,36.7799274685918,61.87792953193917,0.005858,14.01,0.2239223710919773
328,102800.0,92.07,10410.0,320.7,88.11,92430.0,332.6,36.779851933229175,61.8581121723567,0.003598,14.78,136,14150.0,21.31,3281.0,118.9,59.54,10860.0,133.0,36.77999868916463,61.85811335552724,0.01224,16.98,0.2492226884576153,229,86010.0,0.3118,35.26,293.3,62.88,85970.0,299.9,36.77993999847823,61.858142077957154,0.003489,13.4,0.18425632741226433
331,165800.0,118.8,13440.0,407.1,118.8,152300.0,424.1,36.77941355390029,61.87605140611761,0.002784,14.23,137,10260.0,21.41,3296.0,101.3,64.56,6965.0,120.1,36.77956868507972,61.8760591976724,0.01725,17.46,0.2647430474863034,231,225900.0,40.54,4586.0,475.3,126.7,221400.0,491.9,36.779418492679625,61.876106830997784,0.002222,12.38,0.19970550599662268
333,85090.0,100.5,11370.0,291.7,82.07,73720.0,303.0,36.77909879381955,61.880531883425576,0.004111,15.02,138,21130.0,25.0,3848.0,145.4,53.14,17280.0,154.8,36.77926113649014,61.880536414947194,0.008956,16.47,0.27593297092524055,233,37220.0,6.406,724.5,192.9,60.61,36490.0,202.2,36.77907506633969,61.880596646757525,0.005541,14.33,0.23659832119377153
336,37780.0,95.16,10760.0,194.4,77.37,27020.0,209.2,36.77865896321894,61.88206013493335,0.007743,16.11,139,5220.0,22.22,3420.0,72.25,54.03,1800.0,90.22,36.77881174286036,61.88206866164607,0.05012,18.93,0.2610227710515099,236,30950.0,3.262,368.9,175.9,52.88,30580.0,183.7,36.778625998750364,61.88212355918663,0.006007,14.53,0.23507738839734313
342,80120.0,84.06,9507.0,283.0,92.93,70610.0,297.9,36.77829911583925,61.890536417251795,0.004219,15.07,140,11190.0,18.55,2856.0,105.8,60.2,8334.0,121.7,36.77846322860765,61.89054313129091,0.0146,17.27,0.2794100834726268,238,69870.0,-4.763,-538.7,264.3,65.61,70400.0,272.3,36.77822398824932,61.89061180327203,0.003868,13.62,0.2998173681480232
343,44730.0,90.68,10260.0,211.5,101.4,34470.0,234.5,36.77822967374227,61.85856518488493,0.006804,15.85,141,8411.0,20.96,3227.0,91.71,67.01,5184.0,113.6,36.77838110119591,61.858569307169034,0.02191,17.78,0.2575424642556449,239,20740.0,-4.679,-529.2,144.0,69.66,21270.0,160.0,36.77831724304278,61.85859358737601,0.007522,14.92,0.18045151732526504
348,30850.0,89.97,10180.0,175.6,137.2,20680.0,222.9,36.77734876649142,61.85823854193284,0.01078,16.4,142,6986.0,22.21,3418.0,83.58,72.2,3567.0,110.4,36.777499632745354,61.8582398515693,0.03096,18.19,0.2562077863361026,244,13380.0,-5.186,-586.5,115.7,97.57,13970.0,151.3,36.77744193049563,61.858265344053976,0.01084,15.38,0.1852928342221253
349,96000.0,116.6,13190.0,309.8,113.2,82810.0,329.9,36.777289785891675,61.878854973993526,0.003983,14.89,143,14930.0,26.38,4061.0,122.2,62.48,10870.0,137.2,36.77744726183069,61.878860629999146,0.01263,16.98,0.2679821236508309,245,59320.0,27.34,3092.0,243.6,143.7,56220.0,282.8,36.77726784741853,61.878912350579235,0.005029,13.87,0.20988329531303945
350,50540.0,85.23,9639.0,224.8,76.11,40900.0,237.3,36.77725475923368,61.855117036819834,0.005803,15.66,144,10420.0,21.0,3233.0,102.1,51.72,7185.0,114.4,36.77740052079789,61.85512007616224,0.01593,17.43,0.24776377874550182,246,22230.0,-8.5,-961.3,149.1,45.08,23190.0,155.8,36.777362656804925,61.85513805135228,0.006716,14.83,0.1982279461983327
351,22830.0,84.17,9520.0,151.1,104.3,13310.0,183.6,36.777178533061274,61.85779598934362,0.0138,16.88,145,5152.0,20.72,3189.0,71.78,60.6,1963.0,93.94,36.77732878445686,61.85779449813012,0.04786,18.84,0.2551805707464459,247,6902.0,-7.314,-827.2,83.08,76.59,7730.0,113.0,36.77726905006411,61.85782378221869,0.01462,16.02,0.18339403547754718
354,16960.0,75.31,8518.0,130.2,77.77,8447.0,151.7,36.77667719972244,61.866108470845724,0.01796,17.37,147,6732.0,19.37,2982.0,82.05,56.62,3750.0,99.69,36.77683451447841,61.866109585971,0.02658,18.13,0.2670752596054077,251,1765.0,-13.43,-1519.0,42.01,60.84,3284.0,73.94,36.7767224485748,61.86614739642771,0.02252,16.95,0.15980271274745475
355,79180.0,88.06,9959.0,281.4,135.1,69220.0,312.2,36.776480052345775,61.88738606879184,0.00451,15.09,148,35860.0,22.03,3391.0,189.4,92.9,32460.0,210.9,36.776639736453674,61.88739151114913,0.006497,15.79,0.2715864451342814,252,22850.0,-6.502,-735.3,151.2,81.29,23580.0,171.6,36.77642368792246,61.887453088974034,0.007277,14.81,0.2595272307979044
