id_1,aperture_sum_1,annulus_median_1,aper_bkg_1,aper_err_1,aper_bkg_err_1,signal_1,noise_1,ra_1,dec_1,e_H,Hmag,id_2,aperture_sum_2,annulus_median_2,aper_bkg_2,aper_err_2,aper_bkg_err_2,signal_2,noise_2,ra_2,dec_2,e_j,Jmag,Separation_1,id,aperture_sum,annulus_median,aper_bkg,aper_err,aper_bkg_err,signal,noise,ra,dec,e_K,Kmag,Separation
356,47550.0,86.38,9769.0,218.1,114.7,37780.0,246.4,36.77647736100079,61.88666052934524,0.006521,15.75,149,8970.0,20.49,3154.0,94.71,89.57,5816.0,130.4,36.77664464942304,61.886663557948275,0.02241,17.66,0.28399443475430386,253,22520.0,-5.292,-598.5,150.1,63.55,23120.0,163.0,36.77642714737807,61.88672750686994,0.007049,14.83,0.25572306371914705
358,23900.0,78.24,8849.0,154.6,77.29,15050.0,172.8,36.776404920026714,61.891848702634526,0.01148,16.75,150,9018.0,19.02,2928.0,94.96,58.68,6090.0,111.6,36.776572966068294,61.891854000368,0.01833,17.61,0.28565931994448107,255,4345.0,-12.53,-1417.0,65.92,49.18,5762.0,82.24,36.77632430931877,61.89192252720862,0.01427,16.34,0.2988747497749871
362,78790.0,109.1,12340.0,280.7,159.2,66460.0,322.7,36.775662906647916,61.87972777189237,0.004856,15.13,151,8804.0,24.95,3841.0,93.83,62.94,4963.0,113.0,36.77583788303899,61.879726361971336,0.02276,17.83,0.2969374290746967,259,90450.0,18.42,2084.0,300.7,99.51,88360.0,316.8,36.775649298859186,61.879783631574895,0.003585,13.37,0.20241604044444744
363,89700.0,122.3,13830.0,299.5,162.4,75870.0,340.7,36.77559080841883,61.8760300486134,0.00449,14.99,152,9237.0,23.03,3546.0,96.11,55.52,5691.0,111.0,36.77570194823894,61.87600603046983,0.0195,17.68,0.2074768491117816,260,92670.0,50.3,5689.0,304.4,176.8,86980.0,352.0,36.77557849198243,61.87606981418617,0.004047,13.39,0.14467375077032324
365,93710.0,98.23,11110.0,306.1,195.3,82600.0,363.1,36.77544048589599,61.88726085503724,0.004396,14.9,153,28140.0,24.73,3808.0,167.8,120.8,24330.0,206.7,36.77560800283541,61.887265904612796,0.008496,16.1,0.2847479911298637,261,36480.0,1.035,117.0,191.0,134.1,36360.0,233.4,36.775389682688285,61.88732758521467,0.006419,14.34,0.25521905945199097
371,39530.0,92.61,10470.0,198.8,82.15,29050.0,215.1,36.77447616190307,61.873448143294205,0.007404,16.03,155,7198.0,20.47,3152.0,84.84,54.79,4047.0,101.0,36.774629054039565,61.873458488670195,0.02496,18.05,0.2621345830754523,268,20840.0,13.42,1518.0,144.4,70.42,19320.0,160.6,36.77449338112354,61.87349591978398,0.008313,15.02,0.1744602718142591
374,25250.0,82.37,9316.0,158.9,120.0,15930.0,199.1,36.77409586557748,61.88781255180754,0.0125,16.68,156,7959.0,20.4,3140.0,89.21,77.2,4819.0,118.0,36.77426289123828,61.88781814120339,0.02448,17.86,0.28404226874642247,271,6543.0,-9.39,-1062.0,80.89,83.7,7605.0,116.4,36.77404158532724,61.88787678754469,0.01531,16.04,0.2489056413598894
376,173000.0,96.23,10880.0,415.9,122.9,162100.0,433.7,36.77402023713675,61.887115148204174,0.002675,14.17,157,28310.0,20.82,3206.0,168.3,76.21,25100.0,184.7,36.7741848173089,61.88712041575415,0.007358,16.07,0.2798299598368808,272,154000.0,5.245,593.2,392.4,98.68,153400.0,404.6,36.77397033359715,61.88717871561768,0.002638,12.78,0.24399855941865362
377,260800.0,98.99,11200.0,510.7,119.3,249600.0,524.4,36.773933928452756,61.86960313931563,0.002101,13.7,158,131200.0,28.18,4339.0,362.2,71.73,126900.0,369.3,36.774090976938915,61.86960670106968,0.00291,14.31,0.26687088158344113,273,81080.0,-2.442,-276.1,284.7,60.71,81350.0,291.1,36.7739711660473,61.86964419131391,0.003579,13.46,0.16073532185852404
380,27940.0,82.58,9340.0,167.2,130.3,18600.0,212.0,36.77328283285432,61.895011683294484,0.0114,16.52,159,9247.0,20.28,3122.0,96.16,97.76,6126.0,137.1,36.773450661229795,61.89501819625799,0.02239,17.6,0.28558745241906086,277,7186.0,-11.16,-1262.0,84.77,85.1,8448.0,120.1,36.77319036368478,61.89508607895317,0.01422,15.92,0.31035853958654713
385,20400.0,79.39,8979.0,142.8,136.0,11420.0,197.2,36.77246498330044,61.89558419199914,0.01727,17.05,160,5736.0,19.57,3012.0,75.74,100.5,2724.0,125.8,36.77261999117018,61.89558492833301,0.0462,18.48,0.26288927289588915,283,5337.0,-12.42,-1405.0,73.05,74.99,6742.0,104.7,36.77236823959293,61.8956547000279,0.01553,16.17,0.302236412236781
389,44840.0,85.03,9617.0,211.8,120.9,35230.0,243.8,36.77215531135301,61.894961512278385,0.006922,15.82,161,13930.0,21.23,3268.0,118.0,99.81,10660.0,154.6,36.77232477076146,61.89496806706697,0.0145,17.0,0.2883570558086361,289,13790.0,-9.125,-1032.0,117.4,85.7,14820.0,145.4,36.77206683531375,61.89503708131983,0.009809,15.31,0.3106845651452185
390,92050.0,85.74,9697.0,303.4,96.52,82350.0,318.4,36.77188221555843,61.89414548015457,0.003866,14.9,162,28470.0,19.54,3008.0,168.7,73.98,25470.0,184.2,36.772050327510804,61.894151547597204,0.007235,16.05,0.2859478150020305,290,33030.0,-8.467,-957.6,181.7,66.92,33990.0,193.7,36.77180127810598,61.89421712868076,0.005698,14.41,0.29218584076150667
402,15520.0,79.1,8946.0,124.6,82.14,6576.0,149.2,36.76991238909813,61.87199112752944,0.02269,17.64,163,5666.0,19.51,3004.0,75.27,57.59,2662.0,94.78,36.77007250486999,61.871999735983024,0.0356,18.5,0.27350903104060176,302,1397.0,-9.252,-1046.0,37.38,61.72,2443.0,72.15,36.769934722802475,61.872018205105526,0.02953,17.27,0.10458953166123955
406,47820.0,80.88,9147.0,218.7,79.4,38670.0,232.6,36.76899510608318,61.88605321214185,0.006016,15.72,164,7160.0,18.99,2924.0,84.62,58.43,4237.0,102.8,36.769155646364005,61.88606104396136,0.02427,18.0,0.27379856637401123,306,27720.0,-9.163,-1036.0,166.5,44.99,28760.0,172.5,36.76895700115241,61.88610974294297,0.005997,14.59,0.21353040775105878
409,16540.0,78.93,8927.0,128.6,78.97,7610.0,150.9,36.76889999582298,61.86848521172722,0.01983,17.49,165,4866.0,19.81,3050.0,69.76,50.89,1816.0,86.35,36.76905311544288,61.8684941559173,0.04754,18.92,0.2618905123273074,309,2835.0,-10.91,-1234.0,53.25,52.59,4070.0,74.84,36.76895779647149,61.86851785824017,0.01839,16.72,0.15309572696878687
410,42270.0,82.73,9357.0,205.6,74.6,32910.0,218.7,36.76856550859922,61.8614649087123,0.006646,15.9,166,4345.0,18.75,2886.0,65.92,45.73,1459.0,80.22,36.768721761780036,61.861472132768355,0.05498,19.16,0.26655492518310403,311,39410.0,-9.208,-1041.0,198.5,50.6,40450.0,204.9,36.768652387787306,61.861483394410484,0.005065,14.22,0.16181907055365707
413,202900.0,88.78,10040.0,450.4,92.68,192900.0,459.9,36.768101536816054,61.85390750448947,0.002384,13.98,167,57120.0,21.64,3332.0,239.0,52.36,53790.0,244.7,36.76824586323529,61.85390815409465,0.004549,15.24,0.24510583612247142,313,85140.0,-9.951,-1125.0,291.8,59.55,86260.0,297.8,36.76822423126988,61.85391241290184,0.003452,13.4,0.2091072658037225
427,153400.0,99.06,11200.0,391.7,117.2,142200.0,408.8,36.765565272277534,61.8615702529464,0.002875,14.31,168,11020.0,19.98,3075.0,105.0,52.48,7949.0,117.4,36.7657220491857,61.861572608272574,0.01477,17.32,0.2663065173559281,326,209700.0,14.43,1632.0,458.0,164.7,208100.0,486.7,36.76565665323667,61.86158453446404,0.002339,12.44,0.16344116721482307
429,18630.0,77.48,8762.0,136.5,110.7,9871.0,175.7,36.764899437330435,61.84517625458299,0.0178,17.2,169,6966.0,18.85,2902.0,83.46,70.28,4064.0,109.1,36.765046420905406,61.84517285787729,0.02685,18.05,0.2499774277583389,329,1745.0,-18.23,-2062.0,41.77,77.09,3806.0,87.68,36.76507419450219,61.845155948152545,0.02303,16.79,0.3057253409375743
431,17930.0,77.39,8753.0,133.9,80.04,9177.0,156.0,36.76468516047021,61.86811047415807,0.017,17.28,170,6984.0,19.29,2970.0,83.57,51.08,4015.0,97.95,36.764833930147645,61.868116866094,0.0244,18.06,0.2535693737651771,331,2051.0,-13.15,-1487.0,45.29,56.92,3538.0,72.74,36.76473827335526,61.868135701829395,0.02056,16.87,0.12796875241560063
435,23510.0,73.72,8338.0,153.3,109.9,15170.0,188.7,36.76429477895726,61.84481647626185,0.01244,16.74,171,8347.0,18.52,2850.0,91.36,79.17,5497.0,120.9,36.764448923190436,61.8448135712221,0.02199,17.72,0.2620536760516054,335,3397.0,-18.74,-2120.0,58.28,81.88,5516.0,100.5,36.76447382133005,61.84479669672089,0.01822,16.39,0.31236383653445543
437,127400.0,115.3,13040.0,356.9,138.3,114400.0,382.8,36.7638791764066,61.87545775590234,0.003347,14.54,172,8875.0,21.17,3258.0,94.21,55.79,5617.0,109.5,36.76402092369834,61.875461475410624,0.01949,17.69,0.24091795130097987,337,158200.0,37.18,4205.0,397.7,162.3,154000.0,429.6,36.76390445860805,61.87549138567186,0.00279,12.77,0.1284445726551708
438,22950.0,83.8,9478.0,151.5,73.76,13480.0,168.5,36.763719833397865,61.86036555660904,0.0125,16.87,173,8398.0,19.43,2991.0,91.64,48.43,5407.0,103.7,36.763870942250286,61.86037441226263,0.01917,17.74,0.25853164895884784,338,3927.0,-10.49,-1187.0,62.66,48.85,5113.0,79.45,36.763813134126785,61.86037005335075,0.01554,16.47,0.1592346282771318
439,24500.0,79.8,9026.0,156.5,84.94,15470.0,178.1,36.763667714416,61.87359947618294,0.01151,16.72,174,4728.0,18.7,2878.0,68.76,56.83,1850.0,89.2,36.76384249398396,61.873602904324,0.04822,18.9,0.296876040761026,339,11200.0,-3.307,-374.0,105.8,71.89,11570.0,127.9,36.763695239975064,61.873630311938136,0.01105,15.58,0.12043716777213909
445,17310.0,71.22,8054.0,131.6,70.33,9260.0,149.2,36.7621864457086,61.85290937194879,0.01611,17.27,175,4108.0,16.59,2554.0,64.09,45.49,1554.0,78.6,36.76233037811672,61.85291275763227,0.05056,19.09,0.24473721411040447,345,3546.0,-19.52,-2208.0,59.55,46.15,5754.0,75.34,36.76233191048991,61.852900354158365,0.01309,16.34,0.24915991389775835
456,85340.0,81.83,9254.0,292.1,71.68,76090.0,300.8,36.759899971599715,61.88522523916045,0.003953,14.99,177,24780.0,20.29,3124.0,157.4,51.08,21650.0,165.5,36.760064002158,61.88523040235393,0.007643,16.23,0.27889161937456525,357,32290.0,-10.01,-1132.0,179.7,47.09,33420.0,185.8,36.75987945223904,61.885266162787595,0.005558,14.43,0.15138173119687395
457,65780.0,83.79,9477.0,256.5,81.54,56310.0,269.1,36.7599338110938,61.87566626635039,0.00478,15.31,176,13420.0,20.23,3114.0,115.8,57.83,10300.0,129.5,36.760092925727214,61.8756701344113,0.01257,17.04,0.27037496237221637,355,35650.0,-4.185,-473.3,188.8,60.89,36130.0,198.4,36.75995903052687,61.87569541971776,0.005492,14.35,0.11334259183685676
461,28560.0,77.69,8787.0,169.0,66.74,19780.0,181.7,36.75907693200594,61.891736153945736,0.009188,16.45,178,5550.0,18.86,2903.0,74.5,55.62,2646.0,92.97,36.75922728356031,61.89175025807716,0.03513,18.51,0.26001705020766436,360,15020.0,-11.81,-1336.0,122.5,49.59,16350.0,132.2,36.75902187125641,61.89178454559701,0.008084,15.21,0.19766263673681633
468,48750.0,82.75,9359.0,220.8,69.9,39390.0,231.6,36.75788519297658,61.8730643473654,0.005879,15.7,179,8119.0,19.7,3032.0,90.11,46.51,5087.0,101.4,36.75804759648901,61.87307215703244,0.01993,17.8,0.27705095290480514,365,29500.0,-7.528,-851.4,171.7,45.65,30350.0,177.7,36.75792478787713,61.873084379356605,0.005856,14.53,0.09857055290585026
472,119800.0,86.29,9759.0,346.1,103.4,110000.0,361.2,36.757446710629765,61.86012015006187,0.003283,14.59,180,15660.0,19.4,2986.0,125.1,55.29,12670.0,136.8,36.75759449639105,61.860125235732234,0.0108,16.81,0.25158549271634323,370,107500.0,-6.066,-686.0,327.9,85.91,108200.0,339.0,36.75755524921307,61.86012060906749,0.003133,13.15,0.1842899367468057
477,61400.0,84.69,9578.0,247.8,104.0,51820.0,268.7,36.75644750239861,61.87210540371719,0.005186,15.4,181,9601.0,20.15,3103.0,97.98,51.82,6498.0,110.8,36.756606599337445,61.872116554206045,0.01706,17.54,0.2729849714646235,374,37030.0,-6.037,-682.8,192.4,69.74,37710.0,204.7,36.75649759302329,61.872122670094775,0.005427,14.3,0.10531373629521738
479,68070.0,78.93,8927.0,260.9,81.64,59140.0,273.4,36.755662817449945,61.88516214933732,0.004622,15.26,182,27880.0,20.86,3211.0,167.0,56.72,24670.0,176.3,36.75582409930051,61.885168597143874,0.007148,16.09,0.27459185869753255,376,18530.0,-12.79,-1446.0,136.1,47.52,19980.0,144.2,36.75564384160577,61.885195217160394,0.007217,14.99,0.12332002004597295
480,29300.0,83.25,9416.0,171.2,88.06,19880.0,192.5,36.75551030087991,61.875014596610676,0.009682,16.44,183,7025.0,19.96,3072.0,83.81,56.95,3953.0,101.3,36.755659132858796,61.875023045300075,0.02564,18.08,0.25439666477125306,377,10750.0,-5.959,-674.0,103.7,61.99,11420.0,120.8,36.7555466417424,61.875036028622304,0.01057,15.6,0.09877396073447715
481,29170.0,75.6,8550.0,170.8,72.01,20620.0,185.4,36.755444122793506,61.866301991946855,0.008988,16.4,184,5635.0,19.26,2964.0,75.06,47.3,2670.0,88.72,36.755597639111855,61.86631407004796,0.03323,18.5,0.26419804888470716,378,13780.0,-14.29,-1616.0,117.4,47.4,15390.0,126.6,36.755522532114995,61.866310002362916,0.008223,15.27,0.13618873954388586
482,59550.0,86.79,9815.0,244.0,70.66,49740.0,254.1,36.7549127772904,61.87330967760624,0.005108,15.45,185,10130.0,20.52,3159.0,100.6,53.96,6967.0,114.2,36.755070695357794,61.873316601560596,0.01639,17.46,0.2691628342775388,379,32400.0,-2.517,-284.6,180.0,57.66,32690.0,189.0,36.754957889808274,61.87332656519794,0.005783,14.45,0.09776361011573592
484,64260.0,95.51,10800.0,253.5,116.2,53460.0,278.9,36.754684412338285,61.87436010710692,0.005216,15.37,186,11170.0,21.74,3347.0,105.7,54.46,7824.0,118.9,36.75483908838674,61.87436538569335,0.0152,17.33,0.26318202991622947,380,45360.0,6.084,688.1,213.0,125.8,44670.0,247.4,36.75472604692708,61.87437812552431,0.005537,14.11,0.09591653819929978
486,15130.0,81.16,9179.0,123.0,82.23,5954.0,148.0,36.753568225828154,61.87303377970268,0.02485,17.75,187,5534.0,20.42,3144.0,74.39,59.09,2390.0,95.01,36.75371372899531,61.87304665898001,0.03975,18.62,0.25125388446493274,382,1201.0,-7.501,-848.4,34.65,73.71,2049.0,81.45,36.75360842100964,61.873053007865714,0.03975,17.46,0.09718601148539899
488,33640.0,76.27,8626.0,183.4,74.87,25010.0,198.1,36.75333697216299,61.867545849997896,0.00792,16.19,188,12510.0,19.25,2963.0,111.9,45.1,9550.0,120.6,36.75348639443291,61.86755004241168,0.01263,17.12,0.2540841653887801,384,7025.0,-14.71,-1664.0,83.82,57.92,8689.0,101.9,36.75340959672066,61.86755049533162,0.01173,15.89,0.12440504963101878
492,80900.0,76.63,8667.0,284.4,93.65,72230.0,299.4,36.75187643751239,61.86697711293119,0.004146,15.04,189,11940.0,18.25,2809.0,109.3,55.23,9131.0,122.4,36.75203177934057,61.866982711972845,0.01341,17.17,0.2644577738002217,388,59790.0,-11.77,-1331.0,244.5,51.31,61120.0,249.8,36.75195835559952,61.86698014836441,0.004088,13.77,0.1394824295295611
494,21490.0,75.56,8545.0,146.6,67.06,12940.0,161.2,36.751614914059246,61.8781947707961,0.01245,16.91,190,9538.0,20.43,3145.0,97.66,61.3,6393.0,115.3,36.75176480588109,61.8782016465537,0.01804,17.55,0.25554571932852926,391,3451.0,-11.22,-1269.0,58.75,56.1,4720.0,81.23,36.75163716687779,61.8782150401251,0.01721,16.56,0.08216054969310999
502,15950.0,74.61,8438.0,126.3,81.28,7509.0,150.2,36.74826963689819,61.881584857205056,0.02,17.5,191,5217.0,18.61,2865.0,72.23,50.92,2351.0,88.37,36.74840746603097,61.88158839185539,0.03758,18.64,0.2341955729614757,399,1772.0,-12.44,-1407.0,42.1,56.02,3179.0,70.08,36.74828201271285,61.8816015628724,0.02205,16.98,0.0637006012537342
504,85530.0,83.76,9473.0,292.5,81.27,76060.0,303.5,36.74819957560743,61.87469137624887,0.003991,14.99,193,39220.0,23.46,3611.0,198.0,61.49,35610.0,207.4,36.748362152493975,61.87469807056072,0.005823,15.69,0.2769508503170927,400,26320.0,-9.682,-1095.0,162.2,52.45,27420.0,170.5,36.74824839286111,61.874699373809165,0.006219,14.64,0.0877054269342011
506,26510.0,77.31,8743.0,162.8,87.03,17770.0,184.6,36.74809537320097,61.86437241184535,0.01039,16.57,194,9635.0,19.33,2976.0,98.16,49.72,6659.0,110.0,36.74824574226832,61.86437904340828,0.01652,17.51,0.25638301711133826,402,4796.0,-15.2,-1720.0,69.25,53.01,6515.0,87.21,36.74818908007773,61.864364361948724,0.01339,16.21,0.16169651351310482
507,19660.0,76.82,8689.0,140.2,76.7,10980.0,159.8,36.747961202019965,61.88503183378201,0.01456,17.09,195,7448.0,20.51,3157.0,86.3,52.68,4291.0,101.1,36.74812165970244,61.88504118804732,0.02356,17.99,0.27428705827849,403,2766.0,-12.38,-1401.0,52.6,58.15,4167.0,78.41,36.74795772373248,61.88505710896779,0.01882,16.69,0.09118180434991006
511,14450.0,74.72,8451.0,120.2,71.95,6000.0,140.1,36.74683960937355,61.88356019222201,0.02335,17.74,196,5441.0,20.33,3130.0,73.76,51.34,2311.0,89.87,36.747002929685486,61.88357872807247,0.03889,18.66,0.2850035008228378,407,566.2,-13.55,-1532.0,23.8,50.92,2098.0,56.2,36.746848946323524,61.88357849277214,0.02679,17.44,0.06775958260307481
513,146900.0,99.7,11280.0,383.2,281.9,135600.0,475.7,36.74622276911459,61.87569406206077,0.003509,14.36,197,67250.0,28.83,4438.0,259.3,172.8,62810.0,311.6,36.74634793129978,61.875730990465264,0.004961,15.07,0.25057314966585986,409,53760.0,-3.734,-422.3,231.9,153.8,54180.0,278.2,36.7462668837954,61.8756992758128,0.005135,13.91,0.07717925178278347
517,394600.0,110.9,12550.0,628.2,236.9,382100.0,671.4,36.74597850312878,61.87547197812379,0.001757,13.23,198,223700.0,37.87,5829.0,472.9,134.8,217800.0,491.7,36.74614776629661,61.87547879828134,0.002258,13.72,0.2882873560753129,411,135000.0,2.238,253.1,367.5,131.5,134800.0,390.3,36.7460301726263,61.87547890887734,0.002896,12.92,0.09116407138171437
519,16410.0,75.66,8556.0,128.1,95.09,7857.0,159.5,36.7456363873282,61.88935620422371,0.02031,17.45,199,6699.0,19.42,2990.0,81.85,57.78,3709.0,100.2,36.74581515223301,61.88936179594168,0.02701,18.14,0.3038942985294107,414,1059.0,-14.05,-1590.0,32.54,60.74,2648.0,68.91,36.745603719826875,61.88937742082001,0.02602,17.18,0.09436269513668218
524,22010.0,81.86,9258.0,148.4,184.3,12750.0,236.6,36.74441290018351,61.89762255137484,0.01855,16.93,200,4982.0,21.4,3294.0,70.58,76.14,1688.0,103.8,36.74457368475046,61.89762711730663,0.06152,19.0,0.27314938036134423,418,7669.0,-10.53,-1191.0,87.57,106.2,8860.0,137.7,36.74434079723416,61.89765930364866,0.01554,15.87,0.18015403285701928
526,28180.0,74.63,8440.0,167.9,73.0,19740.0,183.1,36.74379995900057,61.86888024167134,0.009272,16.45,201,9931.0,20.13,3098.0,99.65,57.09,6833.0,114.8,36.74395619931602,61.86888508181185,0.01681,17.48,0.265769003160268,419,5995.0,-14.69,-1661.0,77.42,46.35,7656.0,90.24,36.74387918923776,61.868871259499706,0.01179,16.03,0.13831572147900004
527,38340.0,76.71,8675.0,195.8,127.7,29660.0,233.8,36.74371848683074,61.897852496892156,0.007881,16.01,202,6660.0,20.76,3195.0,81.61,74.07,3465.0,110.2,36.743896947859604,61.897857572417166,0.03181,18.22,0.3031784739847547,420,19610.0,-11.92,-1348.0,140.0,74.19,20960.0,158.5,36.743642011396105,61.89788873739838,0.007562,14.94,0.18395456510279465
528,23550.0,77.11,8721.0,153.5,87.73,14830.0,176.8,36.7431136851916,61.850415231784616,0.01192,16.76,203,5516.0,17.93,2761.0,74.27,60.26,2755.0,95.64,36.74327755057451,61.850414763312386,0.03472,18.47,0.2783125062283385,421,6592.0,-17.13,-1938.0,81.19,58.67,8530.0,100.2,36.743290644689914,61.850371334079604,0.01174,15.91,0.3395618449209911
530,81260.0,79.76,9021.0,285.1,69.14,72230.0,293.3,36.741976265224146,61.86893942672723,0.004061,15.04,204,40190.0,21.58,3321.0,200.5,52.95,36870.0,207.3,36.74213566628281,61.86894463871812,0.005624,15.65,0.271211430405446,425,23720.0,-13.95,-1578.0,154.0,45.42,25300.0,160.6,36.74206254957022,61.86892794042813,0.006348,14.73,0.15218157449486908
535,42540.0,71.63,8102.0,206.3,96.72,34440.0,227.8,36.73639427836829,61.893970173448956,0.006615,15.85,205,16910.0,18.46,2841.0,130.0,62.95,14070.0,144.5,36.73656887253027,61.89397853686902,0.01027,16.7,0.2976344122975837,429,10270.0,-15.95,-1804.0,101.4,53.6,12080.0,114.7,36.736353640312,61.89399066068519,0.009493,15.53,0.10094448786978058
539,42890.0,74.55,8432.0,207.1,69.89,34460.0,218.6,36.73592336407544,61.88073283189078,0.006343,15.85,206,12770.0,17.19,2647.0,113.0,59.54,10120.0,127.7,36.736089270727625,61.88074082324818,0.01262,17.05,0.28296180750698824,431,13560.0,-14.81,-1675.0,116.4,49.48,15230.0,126.5,36.73595645679521,61.88073217277403,0.008305,15.28,0.05619888286189244
541,32930.0,78.14,8838.0,181.5,84.3,24090.0,200.1,36.734901713165186,61.87788882961258,0.008305,16.23,207,12660.0,21.49,3309.0,112.5,60.85,9352.0,127.9,36.73507079303102,61.877896592559004,0.01368,17.14,0.28826408763061245,432,7584.0,-13.4,-1516.0,87.09,53.28,9100.0,102.1,36.7349488024517,61.87787790873877,0.01122,15.84,0.0890526920576655
543,78340.0,81.22,9186.0,279.9,73.66,69150.0,289.4,36.73465775705991,61.878601410932575,0.004185,15.09,208,32660.0,22.2,3418.0,180.7,55.71,29240.0,189.1,36.7348266342059,61.878608827508444,0.006468,15.9,0.28779672737634077,433,22640.0,-13.28,-1502.0,150.5,48.0,24140.0,157.9,36.73470050570924,61.87859388647077,0.006542,14.78,0.07742997025995538
550,39000.0,76.47,8649.0,197.5,70.91,30350.0,209.8,36.73138890722454,61.88912479047031,0.006913,15.98,209,16220.0,20.19,3108.0,127.4,49.29,13120.0,136.6,36.73155893069795,61.88913303418031,0.01041,16.77,0.2899244363604699,437,8798.0,-14.1,-1594.0,93.8,43.83,10390.0,103.5,36.73137968206375,61.88912787094125,0.009962,15.7,0.019179299443305046
557,41920.0,76.02,8598.0,204.7,104.3,33320.0,229.8,36.72980822218997,61.896950894800696,0.006896,15.88,210,12580.0,19.73,3037.0,112.1,68.1,9541.0,131.2,36.7299820538387,61.89696079991984,0.01375,17.12,0.2969345671543652,441,12340.0,-14.09,-1593.0,111.1,62.15,13940.0,127.3,36.72975408057259,61.896963713600826,0.009135,15.38,0.10275900932345447
559,25360.0,74.73,8452.0,159.2,73.83,16900.0,175.5,36.729722474367726,61.87239798915507,0.01038,16.62,211,5091.0,19.17,2951.0,71.35,54.61,2140.0,89.85,36.729884263155235,61.87240568095735,0.04198,18.74,0.27597613390597603,442,10150.0,-15.4,-1742.0,100.7,49.27,11890.0,112.1,36.729798034856685,61.872372700642075,0.009432,15.55,0.1572683561150773
560,92440.0,83.74,9470.0,304.0,75.67,82970.0,313.3,36.72960485771861,61.862678896442816,0.003776,14.89,212,11210.0,19.89,3062.0,105.9,52.16,8143.0,118.0,36.72976776653958,61.862682596868574,0.01449,17.29,0.276892714573387,443,65310.0,-7.544,-853.2,255.6,54.88,66160.0,261.4,36.72973165482933,61.86263760610984,0.003951,13.69,0.2615997148724641
563,31570.0,76.95,8703.0,177.7,73.74,22870.0,192.4,36.7282206097979,61.886927855201115,0.008413,16.29,213,11960.0,19.86,3057.0,109.4,55.37,8905.0,122.6,36.728387978799745,61.886936810583,0.01377,17.19,0.2857438010941741,445,6565.0,-14.06,-1591.0,81.03,51.71,8156.0,96.12,36.728224099419506,61.88692274723889,0.01179,15.96,0.019318011805200496
565,39580.0,76.39,8640.0,199.0,73.18,30940.0,212.0,36.72804251229571,61.881076273172674,0.006851,15.96,214,6327.0,19.31,2973.0,79.54,53.21,3354.0,95.7,36.72819503748867,61.88108038980929,0.02853,18.25,0.25921218142545616,446,24960.0,-12.64,-1430.0,158.0,47.35,26390.0,164.9,36.72807815643563,61.8810628350666,0.006249,14.69,0.0774456857745821
566,14720.0,74.19,8390.0,121.3,94.01,6325.0,153.5,36.72768212725066,61.846231455657104,0.02426,17.69,215,4417.0,16.27,2504.0,66.46,68.39,1913.0,95.36,36.72784784084262,61.8462411171185,0.04986,18.86,0.28362544731936784,447,1133.0,-18.92,-2140.0,33.66,65.17,3272.0,73.34,36.72788798602537,61.846153414628006,0.02241,16.95,0.4485592777558118
571,18070.0,75.46,8535.0,134.4,76.78,9539.0,154.8,36.7259002439219,61.876172596542574,0.01623,17.24,216,6316.0,19.55,3009.0,79.47,51.15,3307.0,94.51,36.72604463385482,61.876176296257334,0.02858,18.27,0.24538612635403775,451,2320.0,-16.61,-1879.0,48.16,41.81,4198.0,63.78,36.72596798405694,61.87614795264256,0.01519,16.68,0.1452066921799541
573,38940.0,76.13,8610.0,197.3,77.04,30330.0,211.8,36.725701856696276,61.89199314980966,0.006985,15.99,217,7187.0,19.59,3016.0,84.78,56.76,4171.0,102.0,36.7258819371491,61.89200015869104,0.02446,18.02,0.3064724415839495,452,19030.0,-13.18,-1490.0,138.0,50.71,20520.0,147.0,36.72568576104479,61.891990908528086,0.007162,14.96,0.028467028568833968
574,15720.0,73.24,8283.0,125.4,90.53,7436.0,154.6,36.72541358103197,61.89746615077173,0.0208,17.51,218,5956.0,18.76,2888.0,77.18,75.02,3069.0,107.6,36.72558824674473,61.89747297767333,0.03507,18.35,0.29721303529182924,453,979.5,-15.43,-1745.0,31.3,59.78,2724.0,67.47,36.72536860650924,61.897473561208045,0.02477,17.15,0.08079822305620289
595,29350.0,81.03,9164.0,171.3,123.8,20190.0,211.4,36.72161919028832,61.88431076800247,0.01047,16.43,219,6670.0,18.86,2903.0,81.67,70.46,3767.0,107.9,36.72179757104121,61.88431679647561,0.02864,18.13,0.30340230099562926,461,11330.0,-11.11,-1256.0,106.5,87.98,12590.0,138.1,36.721653957068895,61.88429014595983,0.01097,15.49,0.0948176787645641
601,87150.0,80.25,9076.0,295.2,97.22,78070.0,310.8,36.720648192336476,61.87686471227835,0.003981,14.96,220,26650.0,21.36,3288.0,163.3,65.14,23360.0,175.8,36.72082146774016,61.87687185053565,0.007523,16.15,0.2951561292479607,462,38040.0,-11.58,-1309.0,195.0,72.06,39350.0,207.9,36.72072693283064,61.87683236757059,0.005284,14.25,0.1772341321199036
615,22770.0,75.95,8590.0,150.9,94.64,14180.0,178.1,36.719270453709704,61.856276510471744,0.01256,16.81,222,4560.0,17.83,2745.0,67.53,60.61,1815.0,90.74,36.71942610193434,61.856278922270974,0.05,18.92,0.26444347270480456,464,8518.0,-15.22,-1722.0,92.3,64.92,10240.0,112.8,36.71943265226932,61.856207451338406,0.01102,15.71,0.3710347812806508
